Test Time (s),Indent Disp. (nm),Indent Act. Load (µN),Indent Load (µN),Indent Disp. Volt. (V),Indent Act. Load Volt. (V),Indent Act. Output Volt. (V),Dynamic Freq. (Hz),Disp. Amp. (nm),Phase Shift (deg),Load Amp. (µN),Dynamic Comp. (nm/µN),Disp. Amp. Volt. (V),Load Amp. Volt. (V),Storage Mod. (GPa),Loss Mod. (GPa),Hardness (GPa),Complex Mod. (GPa),Tan-Delta,Storage Stiff. (µN/nm),Loss Stiff. (µN/nm),Complex Stiff. (µN/nm),Damping (g/s),Contact Area (nm^2),Contact Depth (nm),Ref. Stor. Mod. (GPa),Ref. Loss Mod. (GPa),Ref. Hardness (GPa),Ref. Compl. Mod. (GPa),Ref. Indent Disp. (nm),Ref. Contact Area (nm^2),Ref. Cont. Depth. (nm)
26.487795,1030.015871,4174.51502,3727.306051,-0.209979,3.215704,3.215704,280.0,0.137792,-4.627507,40.815756,0.003376,2.038319e-005,0.011108,66.907325,4.467981,0.170984,67.056342,0.066779,354.416549,23.667459,355.205911,0.013453,22037916.556771,1022.179738,66.3,4.427425,0.167894,66.447664,1038.921179,22443511.671347,1031.085046
26.492816,1030.149344,4169.798823,3722.538376,-0.210005,3.213882,3.213882,280.0,0.138005,-4.471699,40.803411,0.003382,2.04146e-005,0.011111,66.76938,4.307813,0.170722,66.908201,0.064518,353.731614,22.821983,354.467062,0.012972,22043621.876487,1022.308117,66.3,4.27753,0.168331,66.437845,1036.365828,22356848.148449,1028.524602
26.497836,1030.474387,4186.020245,3738.625009,-0.210074,3.220112,3.220112,280.0,0.138491,-4.626592,40.893541,0.003387,2.048646e-005,0.011114,66.630096,4.451089,0.171361,66.778604,0.066803,353.09219,23.587611,353.879174,0.013407,22055922.164399,1022.584835,66.3,4.429038,0.169667,66.447772,1035.136316,22276094.25629,1027.246765
26.502856,1030.663411,4170.924824,3723.457663,-0.21011,3.214293,3.214293,280.0,0.138778,-4.660949,40.830488,0.003399,2.052898e-005,0.011117,66.327881,4.467205,0.170606,66.478144,0.06735,351.556814,23.67747,352.353254,0.013459,22064225.013651,1022.771578,66.3,4.465327,0.170463,66.450201,1030.043107,22082785.988236,1022.151274
26.507877,1030.900182,4187.487163,3739.921348,-0.210161,3.220658,3.220658,280.0,0.139401,-4.470389,40.92226,0.003406,2.06211e-005,0.01112,66.160985,4.272738,0.171293,66.29881,0.064581,350.736959,22.650918,351.467606,0.012875,22072372.870758,1022.954799,66.3,4.281715,0.172014,66.438115,1027.558398,21979908.908204,1019.613015
26.512897,1031.026822,4182.199332,3734.58497,-0.210185,3.218618,3.218618,280.0,0.139738,-4.557044,40.907133,0.003416,2.067096e-005,0.011123,65.925872,4.34351,0.171012,66.068803,0.065885,349.529482,23.028662,350.28728,0.01309,22077288.933408,1023.065329,66.3,4.368159,0.172959,66.443742,1025.042552,21828829.669301,1017.081058
26.517918,1031.175818,4181.828678,3734.15549,-0.210215,3.218469,3.218469,280.0,0.140278,-4.661912,40.916048,0.003428,2.075083e-005,0.011125,65.622799,4.427434,0.170954,65.771985,0.067468,347.962575,23.476315,348.753625,0.013344,22082358.238633,1023.179291,66.3,4.473124,0.174501,66.450725,1020.03252,21633555.246973,1012.035993
26.522938,1031.507673,4195.116543,3747.306435,-0.210285,3.223563,3.223563,280.0,0.141042,-4.494339,40.991845,0.003441,2.086387e-005,0.011128,65.345004,4.25049,0.171459,65.483098,0.065047,346.584378,22.54424,347.31682,0.012814,22094443.905223,1023.450931,66.3,4.31261,0.176508,66.440113,1016.325365,21462523.813896,1008.268623
26.527959,1031.840943,4180.683989,3732.742633,-0.210352,3.217999,3.217999,280.0,0.141031,-4.458257,40.932101,0.003445,2.086231e-005,0.011131,65.218535,4.208705,0.170676,65.354193,0.064532,346.036204,22.330526,346.755976,0.012693,22110108.673785,1023.8029,66.3,4.278494,0.176384,66.437907,1015.053996,21394685.256392,1007.015953
26.532979,1031.985254,4199.127494,3751.124988,-0.210383,3.225083,3.225083,280.0,0.141438,-4.607731,41.033023,0.003447,2.092249e-005,0.011134,65.163902,4.348697,0.171478,65.308845,0.066735,345.78064,23.075585,346.549757,0.013116,22114497.21096,1023.901481,66.3,4.424514,0.17751,66.44747,1013.84861,21363095.061687,1005.764838
26.537999,1032.252193,4190.034008,3741.926262,-0.210437,3.221577,3.221577,280.0,0.14219,-4.564684,40.999366,0.003468,2.103373e-005,0.011137,64.682768,4.280205,0.170982,64.824229,0.066172,343.306564,22.717371,344.057373,0.012913,22124674.818897,1024.130066,66.3,4.387221,0.179639,66.444998,1007.65467,21058480.894558,999.532543
26.54302,1032.430776,4194.259499,3746.079751,-0.210474,3.223193,3.223193,280.0,0.142364,-4.435308,41.030779,0.00347,2.10595e-005,0.01114,64.650447,4.155288,0.171114,64.783847,0.064273,343.192641,22.058074,343.900781,0.012538,22132106.108108,1024.296935,66.3,4.26131,0.179957,66.436803,1007.666384,21044507.059529,999.532543
26.54804,1032.63054,4203.685564,3755.423954,-0.210515,3.226804,3.226804,280.0,0.142831,-4.586949,41.087624,0.003476,2.112849e-005,0.011143,64.480122,4.289668,0.171484,64.622654,0.066527,342.343274,22.775065,343.100016,0.012946,22139192.654933,1024.456035,66.3,4.410739,0.1813,66.446555,1005.224956,20940470.001306,997.050452
26.553061,1032.728546,4191.053641,3742.756886,-0.210533,3.221949,3.221949,280.0,0.142855,-4.606575,41.036538,0.003481,2.1132e-005,0.011146,64.363225,4.30155,0.170871,64.506806,0.066832,341.761057,22.840717,342.523457,0.012983,22144171.830966,1024.567807,66.3,4.430989,0.181309,66.447902,1002.735264,20869304.403687,994.574524
26.558081,1033.037083,4210.285507,3761.860057,-0.210599,3.229318,3.229318,280.0,0.142511,-4.435431,41.141413,0.003464,2.108122e-005,0.011149,64.739503,4.159926,0.171629,64.873017,0.064256,343.868737,22.095757,344.577903,0.012559,22158305.342207,1024.885002,66.3,4.260197,0.180002,66.436731,1008.927986,21127504.97396,1000.775905
26.563102,1033.280454,4198.140269,3749.619934,-0.210647,3.224647,3.224647,280.0,0.144178,-4.495734,41.092812,0.003509,2.132772e-005,0.011151,63.750976,4.162136,0.171024,63.886699,0.065287,338.66743,22.110717,339.388439,0.012568,22164761.659964,1025.029864,66.3,4.328555,0.184974,66.44115,995.434161,20493195.815687,987.18357
26.568122,1033.416596,4206.795752,3758.219827,-0.210676,3.227963,3.227963,280.0,0.144368,-4.590426,41.145874,0.003509,2.135588e-005,0.011154,63.731539,4.249906,0.171375,63.873083,0.066685,338.603517,22.579609,339.355537,0.012834,22169913.709896,1025.145446,66.3,4.421183,0.185466,66.447249,994.228246,20485461.62472,985.957096
26.573142,1033.734779,4211.863614,3763.158231,-0.210742,3.229893,3.229893,280.0,0.143915,-4.537486,41.181482,0.003495,2.128885e-005,0.011157,64.017348,4.216073,0.171479,64.156029,0.065858,340.240756,22.407676,340.977823,0.012737,22185396.604019,1025.492707,66.3,4.366405,0.183926,66.443626,999.114229,20684045.962689,990.872156
26.578163,1033.884278,4202.141921,3753.379614,-0.210771,3.226157,3.226157,280.0,0.144101,-4.93288,41.144651,0.003502,2.131644e-005,0.01116,63.799523,4.575563,0.170988,63.963388,0.071718,339.132125,24.321819,340.003161,0.013825,22191817.635561,1025.636685,66.3,4.754892,0.184653,66.470287,995.431164,20549472.950649,987.18357
26.583183,1034.183329,4220.900446,3772.013441,-0.210834,3.233336,3.233336,280.0,0.144524,-5.216626,41.247208,0.003504,2.137899e-005,0.011163,63.717338,4.837167,0.171746,63.900684,0.075916,338.780104,25.718841,339.754937,0.014619,22202936.935637,1025.88596,66.3,5.033233,0.185951,66.490777,995.480939,20506834.102458,987.18357
26.588204,1034.238057,4206.626803,3757.722779,-0.210843,3.227862,3.227862,280.0,0.144276,-5.101313,41.188077,0.003503,2.134223e-005,0.011166,63.746686,4.73051,0.171068,63.921965,0.074208,338.967091,25.154048,339.899125,0.014298,22206991.821897,1025.976847,66.3,4.919986,0.185047,66.4823,995.444781,20529477.536152,987.18357
26.593224,1034.480397,4219.308357,3770.30427,-0.210894,3.232713,3.232713,280.0,0.145335,-4.980073,41.2609,0.003522,2.149897e-005,0.011169,63.334037,4.590797,0.171582,63.500202,0.072485,336.82762,24.415107,337.711331,0.013878,22214212.863249,1026.138679,66.3,4.805786,0.188029,66.473947,989.408133,20271142.139167,981.066415
26.598245,1034.67729,4219.77696,3770.694208,-0.210934,3.232884,3.232884,280.0,0.145852,-5.144681,41.273951,0.003534,2.157543e-005,0.011172,63.063773,4.727343,0.171545,63.240708,0.074961,335.44469,25.145375,336.385835,0.014293,22221421.168942,1026.300198,66.3,4.969935,0.189603,66.486015,985.791423,20105027.323974,977.414332
26.603265,1034.835231,4213.774518,3764.63054,-0.210965,3.230577,3.230577,280.0,0.14577,-5.151673,41.255314,0.003533,2.156324e-005,0.011175,63.060426,4.73353,0.171212,63.237833,0.075063,335.484988,25.182644,336.428808,0.014314,22229119.98414,1026.472678,66.3,4.976703,0.189255,66.486522,985.776885,20109858.207245,977.414332
26.608285,1035.055467,4230.868163,3781.632195,-0.211012,3.237113,3.237113,280.0,0.145334,-4.999727,41.349685,0.003515,2.149876e-005,0.011177,63.457063,4.616448,0.171899,63.624763,0.072749,337.675465,24.565604,338.567849,0.013963,22239701.93986,1026.7097,66.3,4.823269,0.187646,66.475213,991.854482,20373321.466121,983.508716
26.613306,1035.27027,4215.648824,3766.330383,-0.211054,3.231276,3.231276,280.0,0.145739,-5.102245,41.286007,0.00353,2.155869e-005,0.01118,63.10926,4.69026,0.171138,63.28331,0.07432,335.893629,24.963509,336.819992,0.01419,22248832.923044,1026.914174,66.3,4.927395,0.18888,66.482849,986.986276,20158878.037209,978.63018
26.618326,1035.596764,4231.59439,3782.140628,-0.211123,3.237367,3.237367,280.0,0.145858,-5.170306,41.37485,0.003525,2.157627e-005,0.011183,63.181563,4.758188,0.171748,63.360478,0.07531,336.38088,25.332763,337.333434,0.014399,22262388.72159,1027.217653,66.3,4.993037,0.18912,66.487746,988.226652,20217405.884668,979.847541
26.623347,1035.781084,4227.583887,3778.057629,-0.21116,3.235824,3.235824,280.0,0.145416,-5.031196,41.365989,0.003515,2.151097e-005,0.011186,63.393902,4.64148,0.171487,63.563592,0.073216,337.587049,24.716942,338.490683,0.014049,22272371.566828,1027.441081,66.3,4.854254,0.18757,66.477468,991.848719,20362653.818384,983.508716
26.628367,1036.063612,4225.925313,3776.285742,-0.211218,3.235177,3.235177,280.0,0.145535,-5.044005,41.368676,0.003518,2.152849e-005,0.011189,63.318682,4.648559,0.171312,63.489091,0.073415,337.280817,24.761564,338.188534,0.014075,22284835.133807,1027.719957,66.3,4.867433,0.187824,66.478432,990.630461,20325727.913597,982.286806
26.633388,1036.30559,4240.2765,3790.536637,-0.211269,3.240655,3.240655,280.0,0.146821,-5.140366,41.44965,0.003542,2.171882e-005,0.011192,62.789538,4.704663,0.171906,62.965546,0.074928,334.509443,25.063957,335.447119,0.014247,22291129.168823,1027.860757,66.3,4.967693,0.191666,66.485848,982.220677,19993074.724008,973.775844
26.638408,1036.435027,4225.345564,3775.558183,-0.211293,3.234939,3.234939,280.0,0.147211,-5.08107,41.387319,0.003557,2.177647e-005,0.011195,62.481937,4.630008,0.17119,62.653248,0.074102,332.91159,24.669262,333.824354,0.014022,22296604.80327,1027.983231,66.3,4.912932,0.19275,66.481779,978.602696,19802528.873695,970.1509
26.643428,1036.694826,4243.579333,3793.683474,-0.211349,3.241899,3.241899,280.0,0.146962,-4.975039,41.487321,0.003542,2.173967e-005,0.011198,62.780486,4.550362,0.171917,62.945177,0.072481,334.590113,24.251264,335.467834,0.013785,22308313.375043,1028.245067,66.3,4.805458,0.191732,66.473923,983.436925,20002718.939292,974.987166
26.648449,1037.079386,4235.463546,3785.413975,-0.211427,3.238781,3.238781,280.0,0.147406,-5.121124,41.458494,0.003555,2.180522e-005,0.0112,62.467565,4.665701,0.17142,62.641563,0.07469,333.043789,24.875033,333.971455,0.014139,22324585.771682,1028.608842,66.3,4.951945,0.193098,66.484673,978.621444,19818259.152665,970.1509
26.653469,1037.135788,4238.397335,3788.326176,-0.211438,3.2399,3.2399,280.0,0.14733,-5.131768,41.483522,0.003552,2.179407e-005,0.011203,62.544647,4.680441,0.17153,62.719529,0.074834,333.475087,24.955139,334.407524,0.014185,22327309.083027,1028.669709,66.3,4.961467,0.192747,66.485383,979.823792,19869622.340547,971.357713
26.65849,1037.487496,4249.171566,3798.955909,-0.211512,3.243999,3.243999,280.0,0.146898,-4.974648,41.547068,0.003536,2.173015e-005,0.011206,62.86925,4.55498,0.17188,63.034042,0.072452,335.331774,24.295335,336.21074,0.01381,22344093.436765,1029.04476,66.3,4.803543,0.191151,66.473785,984.642731,20091494.203317,976.199995
26.66351,1037.758388,4235.759859,3785.438314,-0.211566,3.238864,3.238864,280.0,0.14724,-5.066419,41.49224,0.003549,2.178073e-005,0.011209,62.572727,4.621326,0.171182,62.743149,0.073855,333.838199,24.655714,334.747438,0.014015,22355880.498644,1029.308056,66.3,4.896605,0.192183,66.480574,982.226176,19912916.975551,973.775844
26.668531,1038.161561,4255.06108,3804.572001,-0.211651,3.246216,3.246216,280.0,0.147456,-5.162387,41.5869,0.003546,2.181262e-005,0.011209,62.59895,4.711592,0.171916,62.776012,0.075266,334.10084,25.146536,335.045847,0.014294,22372314.76256,1029.675039,66.3,4.990156,0.192845,66.48753,982.262366,19944261.484333,973.775844
26.673551,1038.315178,4243.589786,3793.042489,-0.211681,3.241831,3.241831,280.0,0.146963,-4.994639,41.541795,0.003538,2.173974e-005,0.011212,62.772366,4.566969,0.171328,62.93828,0.072754,335.095021,24.379655,335.980715,0.013858,22381481.975839,1029.879685,66.3,4.82362,0.191126,66.475238,984.635488,20063134.024506,976.199995
26.678571,1038.503419,4251.013543,3800.389562,-0.21172,3.244657,3.244657,280.0,0.14709,-5.013308,41.589129,0.003537,2.175848e-005,0.011215,62.779869,4.58464,0.171599,62.947048,0.073027,335.193552,24.478257,336.086153,0.013914,22389293.433009,1030.05403,66.3,4.841705,0.191382,66.476553,984.649383,20074934.40723,976.199995
26.683592,1038.682609,4257.510019,3806.813275,-0.211757,3.247127,3.247127,280.0,0.149073,-5.165167,41.631909,0.003581,2.205181e-005,0.011218,61.85295,4.665688,0.171875,62.028672,0.075432,330.257117,24.911937,331.195362,0.01416,22390995.966565,1030.092025,66.3,5.001138,0.197478,66.488355,971.532029,19487996.605789,962.941445
26.688612,1038.941855,4246.710079,3795.911635,-0.211809,3.242995,3.242995,280.0,0.148693,-5.036769,41.590119,0.003575,2.199565e-005,0.011221,61.961348,4.554669,0.171283,62.128525,0.073508,330.935736,24.326501,331.82863,0.013827,22404512.412366,1030.393614,66.3,4.873596,0.196109,66.478883,972.687531,19568167.507932,964.13929
26.693633,1039.091081,4265.835089,3814.973325,-0.211841,3.250282,3.250282,280.0,0.148581,-4.999812,41.694662,0.003564,2.197909e-005,0.011224,62.195374,4.535305,0.17209,62.360513,0.07292,332.232118,24.226466,333.114247,0.013771,22410778.582992,1030.533397,66.3,4.834616,0.195554,66.476037,976.299456,19721777.447856,967.741771
26.698653,1039.433959,4251.993493,3800.996408,-0.21191,3.24499,3.24499,280.0,0.149168,-5.192609,41.638061,0.003582,2.206589e-005,0.011227,61.767175,4.684758,0.171355,61.944579,0.075845,330.049662,25.032757,330.99761,0.014229,22425027.548782,1030.85118,66.3,5.028552,0.197428,66.490423,970.327867,19463521.0078,961.745089
26.703674,1039.59629,4263.661084,3812.596986,-0.211944,3.249431,3.249431,280.0,0.148695,-5.055311,41.706149,0.003565,2.199592e-005,0.01123,62.1219,4.581415,0.171811,62.290608,0.073749,332.007181,24.485125,332.90883,0.013918,22433413.803185,1031.038163,66.3,4.889544,0.195699,66.480054,976.299898,19695081.291782,967.741771
26.708694,1039.934917,4265.478101,3814.276892,-0.212014,3.250109,3.250109,280.0,0.148474,-4.599158,41.726139,0.003558,2.196321e-005,0.011233,62.292799,4.171856,0.171762,62.432341,0.066972,333.040892,22.304324,333.786936,0.012678,22449636.544328,1031.399766,66.3,4.440226,0.194572,66.448518,978.686052,19817914.362347,970.1509
26.713714,1040.101891,4258.242267,3806.976405,-0.212047,3.247344,3.247344,280.0,0.148888,-4.503152,41.701727,0.00357,2.202444e-005,0.011235,62.046499,4.069559,0.171384,62.179815,0.065589,331.774072,21.76068,332.486935,0.012369,22456403.263703,1031.550555,66.3,4.348541,0.195688,66.442455,975.090787,19667434.439339,966.539451
26.718735,1040.364011,4276.136672,3824.761457,-0.212103,3.254147,3.254147,280.0,0.148998,-4.568059,41.80032,0.003565,2.204074e-005,0.011238,62.143845,4.134501,0.172099,62.28123,0.066531,332.37348,22.113185,333.108276,0.012569,22467066.331399,1031.788121,66.3,4.411014,0.195889,66.446573,976.317661,19738563.97032,967.741771
26.723755,1040.458541,4260.881853,3809.473512,-0.21212,3.248334,3.248334,280.0,0.148448,-4.373643,41.736645,0.003557,2.195938e-005,0.011241,62.312951,3.965154,0.171363,62.43898,0.063633,333.329053,21.210697,334.00322,0.012056,22473959.050473,1031.941655,66.3,4.218862,0.193994,66.434094,979.874599,19852223.725475,971.357713
26.728776,1040.734561,4276.118513,3824.595717,-0.212178,3.254124,3.254124,280.0,0.148669,-4.436457,41.822269,0.003555,2.199205e-005,0.011244,62.332801,4.023902,0.171955,62.462548,0.064555,333.517484,21.530266,334.211706,0.012238,22485047.348349,1032.188592,66.3,4.280006,0.19454,66.438005,979.903682,19874675.004848,971.357713
26.733796,1041.097328,4273.367268,3821.698489,-0.212253,3.253061,3.253061,280.0,0.149015,-4.555173,41.819928,0.003563,2.204332e-005,0.011247,62.124716,4.121144,0.171708,62.261257,0.066337,332.518139,22.05813,333.248966,0.012538,22500477.399983,1032.532115,66.3,4.398118,0.195564,66.445718,977.5108,19755749.278236,968.945587
26.738817,1041.102283,4270.272297,3818.604394,-0.212252,3.251883,3.251883,280.0,0.148523,-4.419814,41.815681,0.003552,2.197048e-005,0.01125,62.370651,4.010453,0.171555,62.499455,0.0643,333.849883,21.466653,334.539327,0.012202,22502552.321404,1032.5783,66.3,4.263111,0.193852,66.436918,981.09001,19914310.798493,972.566027
26.743837,1041.375374,4285.771549,3833.990332,-0.21231,3.257766,3.257766,280.0,0.148437,-4.376069,41.902568,0.003542,2.195785e-005,0.011253,62.553636,3.980009,0.172151,62.680124,0.063626,334.918262,21.309358,335.595487,0.012112,22514505.629735,1032.844321,66.3,4.218374,0.193389,66.434063,983.518219,20041973.454787,974.987166
26.748857,1041.514126,4270.442613,3818.610147,-0.212336,3.251929,3.251929,280.0,0.149024,-4.565475,41.83854,0.003562,2.204462e-005,0.011256,62.125384,4.13039,0.171425,62.262536,0.066485,332.663643,22.117053,333.398055,0.012572,22519689.017358,1032.959655,66.3,4.407938,0.195238,66.446369,977.500059,19773042.633716,968.945587
26.753878,1041.786416,4288.241589,3836.295619,-0.212394,3.258687,3.258687,280.0,0.14886,-4.530923,41.936706,0.00355,2.202032e-005,0.011259,62.365055,4.11207,0.172123,62.500473,0.065935,334.03631,22.024848,334.761632,0.012519,22531734.368961,1033.227617,66.3,4.371523,0.194529,66.443963,981.124826,19936557.961763,972.566027
26.758898,1041.932751,4281.233817,3829.231609,-0.212423,3.256017,3.256017,280.0,0.14847,-4.392271,41.913412,0.003542,2.196263e-005,0.011262,62.519588,3.992776,0.171745,62.646957,0.063864,334.9258,21.389834,335.608129,0.012158,22540049.7516,1033.412558,66.3,4.234209,0.193143,66.43507,983.507359,20042875.56416,974.987166
26.763919,1042.112548,4282.747282,3830.673187,-0.212459,3.256584,3.256584,280.0,0.148858,-4.509679,41.931823,0.00355,2.202002e-005,0.011265,62.338616,4.090825,0.171758,62.472697,0.065623,334.007299,21.918441,334.725699,0.012459,22546933.257526,1033.565626,66.3,4.350781,0.19428,66.442602,982.322766,19933095.099053,973.775844
26.768939,1042.336675,4294.791329,3842.624786,-0.212506,3.26115,3.26115,280.0,0.149038,-4.586488,42.001781,0.003548,2.204675e-005,0.011268,62.351694,4.162157,0.172222,62.490458,0.066753,334.144305,22.305102,334.887943,0.012678,22555969.008611,1033.766516,66.3,4.425717,0.194723,66.447551,982.346002,19949451.137672,973.775844
26.77396,1042.472931,4280.625993,3828.408962,-0.212532,3.255762,3.255762,280.0,0.148352,-4.362632,41.943431,0.003537,2.19452e-005,0.011271,62.599082,3.969443,0.171519,62.724808,0.063411,335.538201,21.276668,336.212107,0.012094,22565132.943732,1033.970213,66.3,4.204121,0.192399,66.433159,987.132898,20116238.140773,978.63018
26.77898,1042.673833,4299.962068,3847.66047,-0.212575,3.263097,3.263097,280.0,0.148558,-4.429626,42.04908,0.003533,2.197563e-005,0.011274,62.665462,4.034864,0.172319,62.795224,0.064387,335.950433,21.630963,336.646093,0.012295,22572715.347534,1034.138722,66.3,4.268882,0.192887,66.437289,987.165291,20165696.851863,978.63018
26.784001,1042.75973,4289.265389,3836.933179,-0.212591,3.259033,3.259033,280.0,0.148636,-4.54558,42.007695,0.003538,2.198723e-005,0.011276,62.536233,4.13468,0.17181,62.672769,0.066117,335.288688,22.168133,336.020729,0.012601,22576897.262554,1034.231648,66.3,4.383528,0.193113,66.444754,984.728077,20086331.57265,976.199995
26.789021,1043.027175,4295.455154,3843.014047,-0.212646,3.261371,3.261371,280.0,0.146966,-4.436466,42.04905,0.003495,2.174013e-005,0.011279,63.437094,4.083466,0.171952,63.568386,0.06437,340.247057,21.901812,340.951242,0.012449,22593945.1555,1034.610371,66.3,4.267752,0.187822,66.437216,999.28896,20684812.093244,990.872156
26.794041,1043.235117,4303.341512,3850.815534,-0.21269,3.264354,3.264354,280.0,0.147056,-5.0116,42.098661,0.003493,2.175358e-005,0.011282,63.405118,4.618865,0.172234,63.57313,0.072847,340.139254,24.778081,341.040563,0.014084,22602410.672355,1034.798379,66.3,4.829748,0.188321,66.475683,999.308895,20671706.713116,990.872156
26.799062,1043.407499,4291.504205,3838.912395,-0.212723,3.259854,3.259854,280.0,0.147503,-5.178487,42.051714,0.003508,2.181968e-005,0.011285,63.065938,4.753008,0.171653,63.244792,0.075366,338.371775,25.501625,339.331388,0.014495,22609367.68632,1034.952857,66.3,4.996746,0.189709,66.488025,993.186786,20457430.45831,984.732145
26.804082,1043.703317,4311.07654,3858.361174,-0.212786,3.267266,3.267266,280.0,0.147244,-5.12127,42.158579,0.003493,2.178125e-005,0.011288,63.375253,4.719207,0.172416,63.550717,0.074465,340.131934,25.327759,341.07364,0.014397,22622744.313677,1035.249811,66.3,4.936997,0.188697,66.483561,999.325663,20670816.918198,990.872156
26.809103,1043.876022,4297.638983,3844.858012,-0.21282,3.262162,3.262162,280.0,0.146979,-5.029956,42.103821,0.003491,2.174217e-005,0.011291,63.409782,4.635875,0.171745,63.57902,0.07311,340.388003,24.885689,341.296485,0.014145,22632151.708696,1035.458594,66.3,4.847178,0.187758,66.476952,999.289584,20701952.864608,990.872156
26.814123,1044.133872,4308.277423,3855.390487,-0.212874,3.266186,3.266186,280.0,0.147358,-5.119868,42.166953,0.003495,2.179825e-005,0.011294,63.304673,4.713114,0.172137,63.479879,0.074451,339.899055,25.305919,340.839782,0.014384,22642180.732776,1035.681124,66.3,4.93612,0.188812,66.483496,998.093847,20642521.170936,989.641099
26.819144,1044.375371,4311.518023,3858.533499,-0.212924,3.267403,3.267403,280.0,0.147105,-5.146642,42.193854,0.003486,2.176074e-005,0.011297,63.462106,4.747998,0.172189,63.639472,0.074816,340.831788,25.499763,341.784356,0.014494,22653802.481996,1035.93893,66.3,4.960319,0.187933,66.485297,1000.541187,20755968.910337,992.104745
26.824164,1044.582644,4303.072415,3850.00698,-0.212965,3.264192,3.264192,280.0,0.145375,-5.01427,42.163522,0.003448,2.150481e-005,0.0113,64.296082,4.675679,0.171695,64.465868,0.072721,345.427021,25.119815,346.339186,0.014278,22669058.002976,1036.277238,66.3,4.821406,0.182565,66.475078,1014.070244,21319422.635681,1005.764838
26.829184,1044.963529,4321.719748,3868.496071,-0.213045,3.27124,3.27124,280.0,0.145646,-5.099807,42.265913,0.003446,2.154486e-005,0.011303,64.307055,4.757036,0.172397,64.482763,0.073974,345.604594,25.56568,346.548899,0.014532,22684627.701764,1036.62239,66.3,4.904462,0.183248,66.481153,1014.105977,21341347.52373,1005.764838
26.834205,1045.130233,4306.534916,3853.24849,-0.213077,3.265481,3.265481,280.0,0.145973,-5.202141,42.202586,0.003459,2.159335e-005,0.011306,63.999726,4.834002,0.171667,64.182027,0.075532,344.008001,25.983475,344.987892,0.014769,22691893.365828,1036.783414,66.3,5.007745,0.184229,66.488853,1009.122723,21144621.29167,1000.775905
26.839225,1045.255111,4320.988817,3867.650113,-0.213104,3.27095,3.27095,280.0,0.145496,-5.064235,42.284323,0.003441,2.152279e-005,0.011309,64.402899,4.729159,0.172255,64.576298,0.073431,346.225858,25.423657,347.158044,0.014451,22698546.712944,1036.930844,66.3,4.868465,0.182552,66.478507,1016.59289,21418143.564504,1008.268623
26.844246,1045.737968,4319.617809,3866.083548,-0.213204,3.27041,3.27041,280.0,0.145507,-5.042834,42.288801,0.003441,2.152434e-005,0.011311,64.376859,4.706929,0.172019,64.548704,0.073115,346.253409,25.316396,347.177683,0.01439,22720528.339835,1037.417769,66.3,4.847539,0.18245,66.476978,1015.336151,21421552.427747,1007.015953
26.849266,1045.908419,4315.170918,3861.569949,-0.213238,3.268718,3.268718,280.0,0.145884,-5.155371,42.278021,0.003451,2.158013e-005,0.011314,64.137373,4.798137,0.171769,64.316598,0.07481,345.016853,25.810816,345.980963,0.014671,22727316.712587,1037.568092,66.3,4.959923,0.183548,66.485268,1012.855606,21268822.310497,1004.515278
26.854287,1046.236823,4331.69598,3877.958775,-0.213307,3.274956,3.274956,280.0,0.14446,-5.119077,42.369996,0.003409,2.13695e-005,0.011317,65.03308,4.820115,0.172353,65.211464,0.074118,349.978362,25.939661,350.938342,0.014744,22745926.083732,1037.980059,66.3,4.914017,0.179134,66.481859,1026.603014,21884932.619369,1018.34625
26.859307,1046.288119,4316.067672,3862.31516,-0.213315,3.269041,3.269041,280.0,0.143989,-5.030324,42.304416,0.003404,2.129975e-005,0.01132,65.169964,4.743766,0.171627,65.342387,0.072791,350.75086,25.531394,351.678856,0.014512,22750576.3655,1038.082977,66.3,4.826022,0.177631,66.475413,1029.086497,21981651.237739,1020.881355
26.864327,1046.488179,4333.392615,3879.556337,-0.213358,3.275586,3.275586,280.0,0.144377,-5.158612,42.400258,0.003405,2.135724e-005,0.011323,65.11099,4.862629,0.172336,65.292314,0.074682,350.488126,26.17521,351.464178,0.014878,22757675.327334,1038.240068,66.3,4.951427,0.178687,66.484635,1027.861126,21948732.399159,1019.613015
26.869348,1046.619678,4327.538356,3873.651666,-0.213383,3.273367,3.273367,280.0,0.144542,-5.240625,42.382583,0.00341,2.138165e-005,0.011326,64.972236,4.932012,0.172032,65.159161,0.07591,349.7855,26.552054,350.791829,0.015092,22763438.146467,1038.367572,66.3,5.032802,0.179135,66.490744,1025.333164,21860819.028681,1017.081058
26.874368,1046.954102,4327.717007,3873.695301,-0.213452,3.27342,3.27342,280.0,0.144037,-5.060801,42.39455,0.003398,2.130686e-005,0.011329,65.262771,4.778214,0.171906,65.437456,0.073215,351.480189,25.733622,352.420974,0.014627,22780359.08118,1038.741857,66.3,4.854155,0.177414,66.477461,1031.635017,22073160.845461,1023.422772
26.879389,1047.243454,4340.988637,3886.847448,-0.213513,3.278422,3.278422,280.0,0.144282,-5.137053,42.470581,0.003397,2.134309e-005,0.011332,65.243898,4.849854,0.172398,65.423904,0.074334,351.469606,26.126217,352.439304,0.01485,22792167.824089,1039.002975,66.3,4.928358,0.178024,66.48292,1031.663251,22071831.538321,1023.422772
